"show_id","type","title","director","cast","country","date_added","release_year","rating","duration","listed_in","description"
"s3555","Movie","Unbridled","Jota Linares","""Natalia de Molina"," Daniel Grao"," Natalia Mateo",," Borja Luna"," Mario Tardón"," Mariana Cordero""","Spain"
"s3556","Movie","Falling Inn Love","Roger Kumble","""Christina Milian"," Adam Demos"," Jeffrey Bowyer-Chapman",," Claire Chitham"," Blair Strang"," Jonathan Martin"," William Walker"
"s3557","Movie","Kardec","Wagner de Assis","""Leonardo Medeiros"," Sandra Corveloni"," Genezio de Barros",," Leonardo Franco"," Dalton Vigh"," Charles Baudin"," Julia Konrad"""
"s3558","Movie","Travis Scott: Look Mom I Can Fly","White Trash Tyler","Travis Scott","United States","""August 28",,"2019","TV-MA","85 min","""Documentaries"
"s3559","TV Show","Million Pound Menu","","","United Kingdom","""August 27",,"2019","TV-MA","2 Seasons","""British TV Shows"
"s3560","Movie","Dave Chappelle: Sticks & Stones","Stan Lathan","Dave Chappelle","United States","""August 26",,"2019","TV-MA","66 min","Stand-Up Comedy"
"s3561","Movie","Drink Drank Drunk","Yeung Yat-Tak","""Carlos Chan"," Ken Hung"," Deep Ng",," Yee Tong"," Felix Lok"," Kin-Yan Lee""","Hong Kong"
"s3562","TV Show","13 Reasons Why: Beyond the Reasons","","""Dylan Minnette"," Katherine Langford"," Kate Walsh",," Alisha Boe"," Justin Prentice"," Brandon Flynn"," Miles Heizer"
"s3563","TV Show","HERO MASK","","""Yasuyuki Kase"," Yuhko Kaida"," Junpei Morita",," Kouki Uchiyama"," Yutaka Aoyama"," Takayuki Sugo"," Yutaka Nakano"
"s3564","Movie","Kaake Da Viyah","Rai Yuvraj Bains","""Priti Sapru"," Nirmal Rishi"," Jordan Sandhu",," Karamjit Anmol"," Harby Sangha"," Gurmeet Sajan"," Prince Kanwaljit Singh"""
"s3565","Movie","Marriage Palace","Sunil Thakur","""Sharry Mann"," Payal Rajput"," Jaswinder Bhalla",," Harby Sangha"," Nirmal Rishi"," Anita Devgan"," Rupinder Roopi"""
"s3566","Movie","Mayday Life","Muh Chen","""Mayday"," Huang Bo"," Tony Leung Ka-fai""",," Taiwan""","""August 23"," 2019""","2019"
"s3567","Movie","Saavat","Saurabh Sinha","""Smita Tambe"," Milind Shirole"," Shwetambari Ghute",," Nishikant Rawji"," Sanjivani Khanvilkar""","India","""August 23"
"s3568","Movie","American Factory","""Steven Bognar"," Julia Reichert""","","United States",," 2019""","2019","TV-14","110 min"
"s3569","Movie","Game Over (Hindi Version)","Ashwin Saravanan","""Taapsee Pannu"," Vinodhini"," Parvathi T",," Sanchana Natarajan"," Anish Kuruvilla"," David Solomon Raja""",""
"s3570","Movie","Game Over (Tamil Version)","Ashwin Saravanan","""Taapsee Pannu"," Vinodhini"," Parvathi T",," Sanchana Natarajan"," Anish Kuruvilla"," David Solomon Raja""","""India"
"s3571","Movie","Game Over (Telugu Version)","Ashwin Saravanan","""Taapsee Pannu"," Vinodhini"," Parvathi T",," Sanchana Natarajan"," Anish Kuruvilla"," David Solomon Raja""",""
"s3572","TV Show","Hyperdrive","","""Rutledge Wood"," Mike Hill"," Michael Bisping",,"United States","""August 21"," 2019""","2019"
"s3573","Movie","The Girl Allergic to Wi-Fi","Jun Lana","""Sue Ramirez"," Jameson Blake"," Markus Paterson",,"Philippines","""August 21"," 2019""","2018"
"s3574","Movie","Our Planet - Behind The Scenes","","David Attenborough","United Kingdom","""August 20",,"2019","TV-G","63 min","Documentaries"
"s3575","Movie","Simon Amstell: Set Free","Julia Knowles","Simon Amstell","United Kingdom","""August 20",,"2019","TV-MA","52 min","Stand-Up Comedy"
"s3576","TV Show","45 rpm","","""Carlos Cuevas"," Guiomar Puerta"," Iván Marcos",," Eudald Font"," Luis Larrodera"," Carmen Gutiérrez"," Diana Gómez"
"s3577","TV Show","Apache: The Life of Carlos Tevez","","""Balthazar Murillo"," Vanesa González"," Alberto Ajaka",," Patricio Contreras"," Matías Recalt"," Osqui Guzmán"," Roberto Vallejos"
"s3578","TV Show","Better Than Us","","""Paulina Andreeva"," Kirill Käro"," Aleksandr Ustyugov",," Eldar Kalimulin"," Vitaliya Kornienko"," Vera Panfilova"," Aleksandr Kuznetsov"
"s3579","TV Show","Diagnosis","","Lisa Sanders","United States","""August 16",,"2019","TV-14","1 Season","""Docuseries"
"s3580","TV Show","Green Frontier","","""Juana del Río"," Ángela Cano"," Miguel Dionisio Ramos",," Bruno Clairefond"," Marcela Mar"," Andrés Crespo"," John Narváez"
"s3581","Movie","Invader Zim: Enter the Florpus","","""Richard Steven Horvitz"," Rikki Simons"," Andy Berman",," Rodger Bumpass"," Jhonen Vasquez"," Wally Wingert"," Kevin McDonald"
"s3582","TV Show","MINDHUNTER","","""Jonathan Groff"," Holt McCallany"," Anna Torv",," Hannah Gross""","United States","""August 16"," 2019"""
"s3583","Movie","Selfless","Tarsem Singh","""Ryan Reynolds"," Natalie Martinez"," Matthew Goode",," Victor Garber"," Derek Luke"," Michelle Dockery"," Melora Hardin"
"s3584","Movie","Sextuplets","Michael Tiddes","""Marlon Wayans"," Bresha Webb"," Michael Ian Black",," Molly Shannon"," Debbi Morgan""","United States","""August 16"
"s3585","Movie","Super Monsters Back to School","","""Elyse Maloway"," Vincent Tong"," Erin Matthews",," Alessandro Juliani"," Nicole Anthony"," Diana Kaarina"," Gigi Saul Guerrero"
"s3586","TV Show","The King's Avatar","","""Yang Yang"," Jiang Shuying"," Lai Yumeng",," Lai Yi"," Fan Jinwei"," Jiang Long"," Sun Ning"
"s3587","Movie","The Little Switzerland","Kepa Sojo","""Jon Plazaola"," Maggie Civantos"," Ingrid García Jonsson",," Secun de la Rosa"," Ramón Barea"," Maribel Salas"," Mikel Losada"
"s3588","TV Show","Victim Number 8","","""César Mateo"," María de Nati"," Verónika Moral",," Farah Hamed"," Lisi Linder"," Khaled Kouka"," Óscar Zafra"
"s3589","TV Show","Cannon Busters","","""Yoshitsugu Matsuoka"," Hinaki Yano"," Shiori Izawa",," Yosuke Akimoto"," Nobuyuki Hiyama"," Takaya Kuroda"," Katsuhisa Houki"
"s3590","TV Show","Sacred Games","""Vikramaditya Motwane"," Anurag Kashyap""","""Saif Ali Khan"," Nawazuddin Siddiqui",," Neeraj Kabi"," Jitendra Joshi""","""India"," United States"""
"s3591","TV Show","Til Death Do Us Part","""Cho Li"," Chen Hung-yi"," Weica Wang"," Liu Bang-yao",," Shen Chi"," YC Tom Lee""","""Wen Chen-ling"," River Huang"
"s3592","Movie","Whindersson Nunes: Adult","Diego Pignataro","Whindersson Nunes","Brazil","""August 15",,"2019","TV-MA","69 min","Stand-Up Comedy"
"s3593","TV Show","Happy Jail","","","","""August 14",,"2019","TV-MA","1 Season","""Crime TV Shows"
"s3594","Movie","Uyare","Manu Ashokan","""Parvathy"," Asif Ali"," Tovino Thomas",," Pratap Pothan"," Samyuktha Menon"," Anarkali Marikar"," Prem Prakash"""
"s3595","Movie","90 ML","Anita Udeep","""Oviya"," Masoom Shankar"," Bommu Lakshmi",," Tej Raj"," Shree Gopika"," Anson Paul"," Devadarshini Chetan"""
"s3596","Movie","Calum von Moger: Unbroken","Vlad Yudin","Calum Von Moger","United States","""August 13",,"2019","TV-MA","93 min","""Documentaries"
"s3597","Movie","Hasta los dientes","Alberto Arnaut Estrada","","Mexico","""August 13",,"2018","TV-MA","109 min","""Documentaries"
"s3598","TV Show","Knightfall","","""Tom Cullen"," Jim Carter"," Pádraic Delaney",," Julian Ovenden"," Olivia Ross"," Ed Stoppard"," Sabrina Bartlett"
"s3599","TV Show","DC Super Hero Girls","","""Grey Griffin"," Tara Strong"," Nicole Sullivan",," Myrna Velasco"," Kimberly Brooks""","United States","""August 12"
"s3600","Movie","Colin Quinn: Red State Blue State","Robert Moresco","Colin Quinn","","""August 9",,"2019","TV-14","66 min","Stand-Up Comedy"
"s3601","TV Show","GLOW","","""Alison Brie"," Betty Gilpin"," Marc Maron",," Sydelle Noel"," Gayle Rankin"," Sunita Mani"," Kimmy Gatewood"
"s3602","TV Show","IZombie","","""Rose McIver"," Malcolm Goodwin"," Rahul Kohli",," David Anders"," Aly Michalka""","United States","""August 9"
"s3603","Movie","Jaoon Kahan Bata Ae Dil","Aadish Keluskar","""Khushboo Upadhyay"," Rohit Kokate"," Himanshu Kohli",,"India","""August 9"," 2019""","2018"
"s3604","Movie","Rocko's Modern Life: Static Cling","""Joe Murray"," Cosmo Segurson""","""Carlos Alazraqui"," Tom Kenny",," Jill Talley"," Mr. Lawrence"," Joe Murray""","United States"
"s3605","TV Show","Sintonia","","""Christian Malheiros"," Jottapê"," Bruna Mascarenhas""",,"""August 9"," 2019""","2019","TV-MA"
"s3606","TV Show","The Family","Jesse Moss","""James Cromwell"," David Rysdahl"," Ben Rosenfield",,"United States","""August 9"," 2019""","2019"
"s3607","TV Show","Bad Guys","","""Kim Sang-jung"," Ma Dong-seok"," Park Hae-Jin",," Kang Ye-won"," Kang Shin-il"," Ji-a Min"," Hwang Seung-eon"""
"s3608","TV Show","Dollar","","""Adel Karam"," Amel Bouchoucha""","Lebanon",," 2019""","2019","TV-MA","1 Season"
"s3609","TV Show","Jane The Virgin","","""Gina Rodriguez"," Andrea Navedo"," Yael Grobglas",," Ivonne Coll"," Brett Dier"," Jaime Camil"," Anthony Mendez"""
"s3610","TV Show","Let's Eat 2","","""Yoon Du-jun"," Seo Hyun-jin"," Kwon Yul",," Hwang Seog-jeong"," Cho Eun-ji"," Hwang Seung-un"," Lee Ju-seung"
"s3611","TV Show","Let’s Eat","","""Lee Soo-kyung"," Yoon Du-jun"," Yoon So-hui",," Do-yeon Lee"," Jang Won-young"," Jung Soo-young""","South Korea"
"s3612","TV Show","Misaeng","","""Im Si-wan"," Kang So-ra"," Lee Sung-min",," Byun Yo-han"," Kim Dae-myeong"," Shin Eun-jung"," Park Hae-joon"""
"s3613","TV Show","Oh My Ghost","","""Park Bo-young"," Cho Jung-seok"," Lim Ju-hwan",,"South Korea","""August 8"," 2019""","2015"
"s3614","TV Show","Reply 1994","Shin Won-ho","""Go Ara"," Jung Woo"," Sung Dong-il",," Son Ho-jun"," Kim Sung-kyun"," Cha Seon-wu"," Yoo Yeon-seok"
"s3615","TV Show","Reply 1997","Shin Won-ho","""Jung Eun-ji"," Seo In-guk"," Shin So-yul",," Lee Ho-won"," Lee Si-eon"," Sung Dong-il"," Lee Il-hwa"
"s3616","TV Show","Wu Assassins","","""Iko Uwais"," Katheryn Winnick"," Byron Mann",," Li Jun Li"," Celia Au"," Lewis Tan"," Lawrence Kao"
"s3617","Movie","Badla","Sujoy Ghosh","""Amitabh Bachchan"," Taapsee Pannu"," Amrita Singh",," Manav Kaul""","India","""August 7"," 2019"""
"s3618","Movie","Theo Von: No Offense","John Asher","Theo Von","United States","""August 7",,"2016","TV-MA","67 min","Stand-Up Comedy"
"s3619","Movie","Crazy Beautiful You","Mae Czarina Cruz","""Kathryn Bernardo"," Daniel Padilla"," Lorna Tolentino",," Inigo Pascual""","Philippines","""August 6"," 2019"""
"s3620","Movie","I'm Brent Morin","Lance Bangs","Brent Morin","United States","""August 6",,"2015","TV-MA","67 min","Stand-Up Comedy"
"s3621","Movie","Jim Jefferies : BARE","Shannon Hartman","Jim Jefferies","United States","""August 6",,"2014","TV-MA","77 min","Stand-Up Comedy"
"s3622","Movie","Screwball","Billy Corben","","United States","""August 6",,"2018","TV-MA","105 min","""Documentaries"
"s3623","Movie","Sebastian Maniscalco: Why Would You Do That","Joe DeMaio","Sebastian Maniscalco","United States","""August 6",,"2016","TV-MA","63 min","Stand-Up Comedy"
"s3624","Movie","Enter the Anime","Alex Burunova","""Kozo Morishita"," Yoko Takahashi"," Shinji Aramaki",,"""United States"," Japan""","""August 5"," 2019"""
"s3625","TV Show","No Good Nick","","""Melissa Joan Hart"," Sean Astin"," Siena Agudong",," Kalama Epstein""","United States","""August 5"," 2019"""
"s3626","Movie","No One Will Ever Know","Jesús Torres Torres","""Adriana Paz"," Jorge A. Jiménez"," David Medel",," Luciano Marti"," Joanna Larequi"," Claudia Santiago"," Paul Choza"
"s3627","Movie","Misfit","Erwin van den Eshof","""Djamila"," Niek Roozen"," Bente Fokkens",," Fenna Ramos"," Jill Schirnhofer"," Donny Roelvink"," Défano Holwijn"
"s3628","TV Show","Basketball or Nothing","","","United States","""August 2",,"2019","TV-PG","1 Season","""Docuseries"
"s3629","Movie","Léa & I","Camille Shooshani","""Léa Moret"," Camille Shooshani""","",," 2019""","2019","TV-MA","84 min"
"s3630","Movie","Otherhood","","","""United Kingdom"," United States""",," 2019""","2019","R","101 min"
"s3631","Movie","Uriyadi 2","Vijay Kumar","""Vijay Kumar"," Vismaya"," Shankar Thas",," Sudhakar"," Durai Ramesh""","India","""August 2"
"s3632","Movie","Manu","Phanindra Narsetti","""Raja Goutham"," Chandini Chowdary"," Bomma Sreedhar",," Srikanth Mullagiri"," Ravi Teja""","India","""August 1"
"s3633","TV Show","Sleepless Society: Nyctophobia","","""Chermarn Boonyasak"," Nattapat Nimjirawat"," Jason Young",," Inthira Charoenpura"," Natharinee Kanasoot""","Thailand","""August 1"
"s3634","TV Show","The Letdown","","""Alison Bell"," Duncan Fellows"," Noni Hazlehurst",," Leon Ford"," Lucy Durack"," Leah Vandenberg"," Celeste Barber"
"s3635","Movie","The Red Sea Diving Resort","Gideon Raff","""Chris Evans"," Michael Kenneth Williams"," Haley Bennett",," Michiel Huisman"," Alex Hassell"," Mark Ivanir"," Chris Chalk"
"s3636","Movie","Whitney Cummings: Can I Touch It?","Marcus Raboy","Whitney Cummings","","""July 30",,"2019","TV-MA","59 min","Stand-Up Comedy"
"s3637","TV Show","Twelve Forever","","""Kelsy Abbott"," Antony Del Rio"," Jaylen Barron",," Bridget Everett"," Brandon Wardell"," Steve Agee"," Spencer Rothbell"
"s3638","Movie","Boi","Jorge M. Fontana","""Bernat Quintana"," Adrian Pang"," Andrew Lua",," Fina Rius"," Miranda Gas""","Spain","""July 26"
"s3639","Movie","Eerie","Mikhail Red","""Bea Alonzo"," Jake Cuenca"," Maxene Magalona",," Mary Joy Apostol"," Gabby Padilla"," Gillian Vicencio""","""Philippines"
"s3640","Movie","Girls With Balls","Olivier Afonso","""Victor Artus Solaro"," Manon Azem"," Louise Blachère",," Margot Dufrene"," Anne-Solenne Hatte"," Camille Razat"," Dany Verissimo-Petit"
"s3641","TV Show","My First First Love","","""Ji Soo"," Jung Chae-yeon"," Jinyoung",," Kang Tae-oh"," Hong Ji-yoon""","South Korea","""July 26"
"s3642","Movie","The Son","Sebastián Schindel","""Joaquín Furriel"," Martina Gusmán"," Luciano Cáceres",," Regina Lamm""","Argentina","""July 26"," 2019"""
"s3643","TV Show","Another Life","","""Katee Sackhoff"," Justin Chatwin"," Samuel Anderson",," AJ Rivera"," Jake Abel"," Alex Ozerov"," Alexander Eling"
"s3644","Movie","The Great Hack","""Karim Amer"," Jehane Noujaim""","","United States",," 2019""","2019","TV-MA","114 min"
"s3645","TV Show","Beat Bugs","","""Ashleigh Ball"," Lili Beaudoin"," Charles Demers",," Erin Mathews""","""Australia"," Canada""","""July 21"
"s3646","Movie","D.L. Hughley: Contrarian","Jay Chapman","D.L. Hughley","United States","""July 21",,"2018","TV-MA","58 min","Stand-Up Comedy"
"s3647","Movie","Demetri Martin: The Overthinker","""Jay Karas"," Demetri Martin""","Demetri Martin","United States",," 2019""","2018","TV-MA","56 min"
"s3648","Movie","The Beast Stalker","Dante Lam","""Nicholas Tse"," Nick Cheung"," Zhang Jing-chu",," Liu Kai-chi"," Philip Keung"," Kwok Jing-hung"," Sherman Chung"
"s3649","Movie","The Midas Touch","Chi Keung Fung","""Chapman To"," Charlene Choi"," Gao Yunxiang",," Alice Li"," Jiayu Xie"," Jiemeng Zhuang"," Venus Wong"
"s3650","Movie","The Twins Effect II","""Corey Yuen"," Patrick Leung""","""Donnie Yen"," Jaycee Chan",," Gillian Chung"," Wilson Chen Bo-Lin"," Tony Leung Ka Fai"," Qu Ying"
"s3651","Movie","Twins Mission","To-hoi Kong","""Sammo Kam-Bo Hung"," Gillian Chung"," Charlene Choi",," Yuen Wah"," Jess Zhang"," Steven Cheung"," Lier Qiu"
"s3652","TV Show","Sexy Central","","""Jeana Ho Pui-yu"," Joyce Cheng"," Ava Liu",," Kelly Chen Jia-li"," Eric Suen Yiu-wai"," Eric Kwok"," Mix"
"s3653","Movie","""¡Ay"," mi madre!""","Frank Ariza","""Estefanía de los Santos"," Secun de la Rosa",," María Alfonsa Rosso"," Mariola Fuentes"," Alfonso Sánchez"," Paz Vega"
"s3654","TV Show","Comedians in Cars Getting Coffee","Jerry Seinfeld","Jerry Seinfeld","United States","""July 19",,"2019","TV-14","6 Seasons","""Stand-Up Comedy & Talk Shows"
"s3655","TV Show","The Epic Tales of Captain Underpants","","""Nat Faxon"," Jay Gragnani"," Ramone Hamilton",," Dayci Brookshire"," Jorge Diaz"," Evan Kishiyama""","United States"
"s3656","TV Show","Typewriter","","""Aarna Sharma"," Aaryansh Malviya"," Mikail Gandhi",," Jishu Sengupta"," Palomi Ghosh"," Purab Kohli"," Sameer Kochhar"
"s3657","TV Show","Rookie Historian Goo Hae-Ryung","","""Shin Sae-kyeong"," Cha Eun-woo"," Park Ki-woong",," Park Ji-hyun"," Gong Jung-hwan"," Kim Min-sang"," Choi Duk-mun"
"s3658","Movie","Secret Obsession","Peter Sullivan","""Brenda Song"," Mike Vogel"," Dennis Haysbert",," Paul Sloan"," Daniel Booko""","United States","""July 18"
"s3659","Movie","Mauli","Aditya Sarpotdar","""Riteish Deshmukh"," Saiyami Kher"," Jitendra Joshi",," Shrikant Yadav"," Vijay Nikam"," Umesh Jagtap"," Usha Naik"
"s3660","TV Show","Pinky Malinky","","""Lucas Grabeel"," Nathan Kress"," Diamond White",," Retta"," Colleen Smith"," Vargus Mason"," Lauren Tom"
"s3661","TV Show","Unrequited Love","","""Zhu Yanmanzi"," Zhao Shunran"," Shen Yu",," Mengqin"," Esther Chen"," Zhang Zhehao"," He Meixuan"
"s3662","Movie","Bogda","Nisheeta Keni","""Suhas Joshi"," Mrunmayee Deshpande"," Rohit Kokate",," Jayant Gadekar"," Vivekanand Walake"," Pallavi Malvade"," Nirmala Tikam"""
"s3663","Movie","""Frankenstein’s Monster’s Monster"," Frankenstein""","Daniel Gray Longino","""David Harbour"," Alex Ozerov",," Mary Woronov"," Alfred Molina"," Heather Lawless"," Michael Lerner"
"s3664","TV Show","Angel Beats!","","""Hiroshi Kamiya"," Harumi Sakurai"," Kana Hanazawa",," Ryohei Kimura"," Takahiro Mizushima"," Shun Takagi"," Fuko Saito"
"s3665","TV Show","Anohana: The Flower We Saw That Day","","""Miyu Irino"," Ai Kayano"," Haruka Tomatsu",," Saori Hayami"," Takayuki Kondo"," Mitsuru Ogata"," Mutsumi Tamura"
"s3666","TV Show","God Eater","","""Ryuichi Kijima"," Hiroaki Hirata"," Kazuya Nakai",," Daisuke Sakaguchi"," Maaya Sakamoto""","Japan","""July 15"
"s3667","TV Show","GRANBLUE FANTASY the Animation","","""Yuki Ono"," Nao Toyama"," Rie Kugimiya",," Hiroaki Hirata"," Yukari Tamura"," Kazuhiro Yamaji"," Rie Tanaka"
"s3668","TV Show","3Below: Tales of Arcadia","","""Tatiana Maslany"," Diego Luna"," Nick Offerman",," Glenn Close"," Alon Aboutboul"," Hayley Atwell"," Darin De Paul"
"s3669","Movie","4L","Gerardo Olivares","""Jean Reno"," Hovik Keuchkerian"," Susana Abaitua",," Arturo Valls"," Enrique San Francisco"," Francesc Garrido"," Eric Nguyen"""
"s3670","TV Show","Bonus Family","","""Vera Vitali"," Erik Johansson"," Fredrik Hallgren",," Frank Dorsin"," Jacob Lundqvist"," Amanda Lindh"," Marianne Mörck"
"s3671","Movie","Cities of Last Things","Wi Ding Ho","""Jack Kao"," Lee Hong-chi"," Louise Grinberg",," Ding Ning""","""Taiwan"," China"," France"
"s3672","TV Show","Extreme Engagement","","""Tim Noonan"," PJ Madam""","",," 2019""","2019","TV-MA","1 Season"
"s3673","Movie","Kidnapping Stella","Thomas Sieben","""Max von der Groeben"," Jella Haase"," Clemens Schick""",,"""July 12"," 2019""","2019","TV-MA"
"s3674","TV Show","One Spring Night","","""Han Ji-min"," Jung Hae-in"," Kim Jun-han",," Song Seung-hwan"," Kil Hae-yeon"," Lee Moo-saeng"," Kim Chang-wan"""
"s3675","TV Show","PILI Fantasy: War of Dragons","","""Wang Hsi-hua"," Lai Wei"," Zhang Yu-quan",," Gao Ming-xiao"," Tian Zhi-jie"," Li Xiang-yu"," Guo Ya-zhen"
"s3676","Movie","Point Blank","Joe Lynch","""Frank Grillo"," Anthony Mackie"," Marcia Gay Harden",," Boris McGiver"," Christian Cooke"," Markice Moore""","""France"
"s3677","Movie","The Milk System","Andreas Pichler","","""Germany"," Italy""",," 2019""","2017","TV-14","91 min"
"s3678","TV Show","True Tunes","","""Michela Luci"," Jamie Watson"," Eric Peterson",," Nicolas Aqui"," Cory Doran"," Julie Lemieux""",""
"s3679","Movie","Parchís: the Documentary","Daniel Arasanz","","Spain","""July 11",,"2019","TV-14","106 min","""Documentaries"
"s3680","Movie","Aziz Ansari: RIGHT NOW","Spike Jonze","Aziz Ansari","United States","""July 9",,"2019","TV-MA","65 min","Stand-Up Comedy"
"s3681","TV Show","Free Rein","","""Jaylen Barron"," Manpreet Bambra"," Celine Buckens",," Caroline Ford"," Natalie Gumede"," Bruce Herbelin-Earle"," Noah Huntley"
"s3682","Movie","""River"," el más grande siempre""","""Marcelo Altmark"," Mariano Mucci"," Luis A. Scalella""",,"Argentina","""July 5"," 2019""","2019"
